course_name,concept,wikidata_qid,wikidata_label,wikidata_description,wikidata_url
Advanced programming 1,monitor (synchronization),Q1062162,monitor,"in concurrent programming, an object or module intended to be used safely by more than one thread",https://www.wikidata.org/wiki/Q1062162
Advanced programming 1,thread synchronization,Q123581323,Cloud thread synchronization,US patent 11169842,https://www.wikidata.org/wiki/Q123581323
Advanced programming 1,graphical user interface,Q782543,graphical user interface,user interface allowing interaction through graphical icons and visual indicators,https://www.wikidata.org/wiki/Q782543
Advanced programming 1,composition (computer science),Q13461925,function composition,in computer programming,https://www.wikidata.org/wiki/Q13461925
Advanced programming 1,inheritance (object-oriented programming),Q212542,inheritance,concept in object-oriented programming,https://www.wikidata.org/wiki/Q212542
Advanced programming 1,input/output,Q219320,input/output,communication between an information processing system and the outside world,https://www.wikidata.org/wiki/Q219320
Advanced programming 1,concurrency,Q5159092,concurrency,instance of one physical road bearing two or more different highways,https://www.wikidata.org/wiki/Q5159092
Advanced programming 1,producer-consumer problem,Q1366130,producer-consumer problem,family of computing problems,https://www.wikidata.org/wiki/Q1366130
Advanced programming 1,reader-writer problem,Q1146845,Readers-writers problem,Computer science problem in concurrency,https://www.wikidata.org/wiki/Q1146845
Numerical methods,numerical computation,Q74086777,numerical software,software for numerical computation,https://www.wikidata.org/wiki/Q74086777
Numerical methods,floating-point representation,Q7051819,normal floating-point number,floating-point representation of a nonzero number without leading zeroes in the significand,https://www.wikidata.org/wiki/Q7051819
Numerical methods,interval arithmetic,Q1671453,interval arithmetic,method for bounding the errors of numerical computations,https://www.wikidata.org/wiki/Q1671453
Numerical methods,numerical stability,Q1430640,numerical stability,property of a numerical algorithm which describes how errors and approximations in the input data or intermediate values propagate through the algorithm without diverging its results,https://www.wikidata.org/wiki/Q1430640
Numerical methods,differential analysis,,,,
Numerical methods,nonlinear equation,Q4723989,algebraic Riccati equation,type of nonlinear equation that arises in infinite-horizon optimal control problems,https://www.wikidata.org/wiki/Q4723989
Numerical methods,iterative method,Q2321565,iterative numerical method,numerical method in which the n-th approximation of the solution is obtained on the basis on the (n-1) previous approximations,https://www.wikidata.org/wiki/Q2321565
Numerical methods,convergence (mathematics),Q1287023,convergence,mathematical concept,https://www.wikidata.org/wiki/Q1287023
Numerical methods,bisection method,Q866300,bisection method,"The method of finding a root in mathematics, based on repeated division of a segment in half and the subsequent selection of a subinterval in which the root is thought to be located.",https://www.wikidata.org/wiki/Q866300
Numerical methods,newton's method,Q374195,Newton's method,algorithm for finding a zero of a function,https://www.wikidata.org/wiki/Q374195
Numerical methods,secant method,Q14915286,secant method,root-finding method,https://www.wikidata.org/wiki/Q14915286
Numerical methods,steffensen's method,Q7606635,Steffensen's method,Newton-like root-finding algorithm that does not use derivatives,https://www.wikidata.org/wiki/Q7606635
Numerical methods,brent's method,Q905988,Brent's method,root-finding algorithm,https://www.wikidata.org/wiki/Q905988
Numerical methods,homotopy,Q746083,homotopy,continuous deformation between two continuous maps,https://www.wikidata.org/wiki/Q746083
Numerical methods,system of linear equations,Q11203,system of linear equations,collection of linear equations involving the same set of variables,https://www.wikidata.org/wiki/Q11203
Numerical methods,gaussian elimination,Q2658,Gaussian elimination,algorithm for solving systems of linear equations,https://www.wikidata.org/wiki/Q2658
Numerical methods,lu decomposition,Q833089,LU decomposition,matrix decomposition,https://www.wikidata.org/wiki/Q833089
Numerical methods,jacobi method,Q1481893,Jacobi method,iterative method used to solve a linear system of equations,https://www.wikidata.org/wiki/Q1481893
Numerical methods,gauss-seidel method,Q1069090,Gauss–Seidel method,iterative method used to solve a linear system of equations,https://www.wikidata.org/wiki/Q1069090
Numerical methods,relaxation method,,,,
Numerical methods,eigenvalue problem,Q7268359,quadratic eigenvalue problem,mathematical problem,https://www.wikidata.org/wiki/Q7268359
Numerical methods,power iteration,Q1426504,power iteration,eigenvalue algorithm,https://www.wikidata.org/wiki/Q1426504
Numerical methods,qr decomposition,Q653242,QR decomposition,matrix decomposition,https://www.wikidata.org/wiki/Q653242
Numerical methods,singular value decomposition,Q420904,singular value decomposition,matrix decomposition,https://www.wikidata.org/wiki/Q420904
Numerical methods,interpolation,Q187631,mathematical interpolation,method for constructing new data points between known data points,https://www.wikidata.org/wiki/Q187631
Numerical methods,polynomial interpolation,Q637347,polynomial interpolation,interpolation of a given data set by the polynomial of lowest possible degree that passes through the points of the dataset,https://www.wikidata.org/wiki/Q637347
Numerical methods,lagrange polynomial,Q861606,Lagrange polynomial,polynomials used for interpolation,https://www.wikidata.org/wiki/Q861606
Numerical methods,newton polynomial,Q2746387,Newton polynomial,mathematical expression,https://www.wikidata.org/wiki/Q2746387
Numerical methods,runge's phenomenon,Q1990319,Runge's phenomenon,problem of oscillation at the edges of an interval when using polynomial interpolation,https://www.wikidata.org/wiki/Q1990319
Numerical methods,hermite interpolation,Q44451,Hermite interpolation,method for polynomial interpolation over a set of points and corresponding derivatives,https://www.wikidata.org/wiki/Q44451
Numerical methods,chebyshev nodes,Q1052508,Chebyshev node,"real algebraic numbers, roots of the Chebyshev polynomials of the first kind",https://www.wikidata.org/wiki/Q1052508
Numerical methods,spline interpolation,Q545002,spline interpolation,mathematical method,https://www.wikidata.org/wiki/Q545002
Numerical methods,shape-preserving interpolation,,,,
Numerical methods,numerical differentiation,Q1683292,numerical differentiation,algorithms for estimating the derivative of mathematical functions,https://www.wikidata.org/wiki/Q1683292
Numerical methods,numerical integration,Q753445,numerical integration,family of algorithms for finding the definite integral of a function,https://www.wikidata.org/wiki/Q753445
Numerical methods,quadrature,Q28137,quadrature,aspect of a heavenly body in which it makes a right angle with the direction of the Sun,https://www.wikidata.org/wiki/Q28137
Numerical methods,newton-cotes formulas,Q944241,Newton–Cotes formula,formulas for numerical integration,https://www.wikidata.org/wiki/Q944241
Numerical methods,romberg's method,Q1078449,Romberg's method,numerical integration method,https://www.wikidata.org/wiki/Q1078449
Numerical methods,gaussian quadrature,Q767680,Gaussian quadrature,numerical integration,https://www.wikidata.org/wiki/Q767680
Numerical methods,initial value problem,Q10167591,initial value problem,"ordinary differential equation together with a specified value, called the initial condition, of the unknown function at a given point in the domain of the solution",https://www.wikidata.org/wiki/Q10167591
Numerical methods,differential equation,Q11214,differential equation,mathematical equation involving derivatives of an unknown function,https://www.wikidata.org/wiki/Q11214
Numerical methods,local error,Q97796690,local error,the error accumulated in one step of an iterative method,https://www.wikidata.org/wiki/Q97796690
Numerical methods,global error,Q98343167,global error,the cumulative error in a iterative numerical method,https://www.wikidata.org/wiki/Q98343167
Numerical methods,multistep method,Q1462003,linear multistep method,"effective tools for solving ordinary equations, whose working principle is as follows: first we choose a starting point, and then take a small step forward to find the next solution point.",https://www.wikidata.org/wiki/Q1462003
Numerical methods,runge-kutta method,Q725944,Runge–Kutta method,family of implicit and explicit iterative methods,https://www.wikidata.org/wiki/Q725944
Numerical methods,stability region,,,,
Numerical methods,static optimization,,,,
Numerical methods,gradient-free optimization,,,,
Numerical methods,nelder-mead method,Q1253278,Nelder–Mead method,Numerical optimization algorithm,https://www.wikidata.org/wiki/Q1253278
Numerical methods,gradient method,Q113840014,policy-gradient method,class of reinforcement learning algorithms,https://www.wikidata.org/wiki/Q113840014
Numerical methods,steepest descent,Q1199743,gradient descent,optimization algorithm,https://www.wikidata.org/wiki/Q1199743
Numerical methods,conjugate gradient method,Q17086453,Nonlinear conjugate gradient method,generalization of the conjugate gradient method to nonlinear optimization,https://www.wikidata.org/wiki/Q17086453
Numerical methods,trust region,Q1535924,Trust region,term used in mathematical optimization,https://www.wikidata.org/wiki/Q1535924
Numerical methods,approximation theory,Q774123,approximation theory,theory of getting acceptably close inexact mathematical calculations,https://www.wikidata.org/wiki/Q774123
Numerical methods,least squares approximation,,,,
Numerical methods,regression analysis,Q208042,regression analysis,set of statistical processes for estimating the relationships among variables,https://www.wikidata.org/wiki/Q208042
Numerical methods,spline approximation,Q545002,spline interpolation,mathematical method,https://www.wikidata.org/wiki/Q545002
Numerical methods,multivariable approximation,,,,
Numerical methods,fixed-point iteration,Q1030759,fixed-point iteration,root-finding algorithm,https://www.wikidata.org/wiki/Q1030759
Numerical methods,jacobi matrix,Q506041,Jacobian matrix,the matrix of all first-order partial derivatives of a vector-valued function,https://www.wikidata.org/wiki/Q506041
Numerical methods,boundary value problem,Q1332643,boundary value problem,differential equation together with a set of additional constraints (boundary conditions),https://www.wikidata.org/wiki/Q1332643
Fundamentals of artificial intelligence,artificial intelligence,Q11660,artificial intelligence,field of computer science that develops and studies intelligent machines; also referring to such software,https://www.wikidata.org/wiki/Q11660
Fundamentals of artificial intelligence,intelligent system,Q115135904,intelligent system,"system showing signs of artificial intelligence, or claiming to",https://www.wikidata.org/wiki/Q115135904
Fundamentals of artificial intelligence,knowledge base,Q593744,knowledge base,information repository with multiple applications,https://www.wikidata.org/wiki/Q593744
Fundamentals of artificial intelligence,intelligent agent,Q1142726,intelligent agent,"agent that perceives its environment, takes actions autonomously in order to achieve goals, and may improve its performance with learning or acquiring knowledge",https://www.wikidata.org/wiki/Q1142726
Fundamentals of artificial intelligence,symbolic knowledge,,,,
Fundamentals of artificial intelligence,logic in artificial intelligence,,,,
Fundamentals of artificial intelligence,state space search,Q2033871,state-space search,class of search algorithms,https://www.wikidata.org/wiki/Q2033871
Fundamentals of artificial intelligence,heuristic search,Q88775728,informed search algorithm,type of search algorithm in which preliminary information is available (generally heuristic),https://www.wikidata.org/wiki/Q88775728
Fundamentals of artificial intelligence,prolog,Q163468,Prolog,programming language that uses first order logic,https://www.wikidata.org/wiki/Q163468
Fundamentals of artificial intelligence,logic programming,Q275603,logic programming,programming paradigm based on formal logic,https://www.wikidata.org/wiki/Q275603
Fundamentals of artificial intelligence,constraint programming,Q528588,constraint programming,programming paradigm wherein relations between variables are stated in the form of constraints,https://www.wikidata.org/wiki/Q528588
Fundamentals of artificial intelligence,rule-based system,Q1417149,rule-based system,curated rule set to store and manipulate knowledge and interpret information,https://www.wikidata.org/wiki/Q1417149
Fundamentals of artificial intelligence,expert system,Q184609,expert system,computer system that emulates the decision-making ability of a human expert,https://www.wikidata.org/wiki/Q184609
Fundamentals of artificial intelligence,business rule,Q1518244,business rule,"a rule that defines or constrains aspects of business, asserting business structure or to control or influencing the behavior of the business, applying to people, processes, corporate behavior, computing systems",https://www.wikidata.org/wiki/Q1518244
Fundamentals of artificial intelligence,decision support system,Q330268,decision support system,system that supports business or organizational decision-making processes,https://www.wikidata.org/wiki/Q330268
Fundamentals of artificial intelligence,probabilistic method,Q3333679,probabilistic method,nonconstructive method for mathematical proofs,https://www.wikidata.org/wiki/Q3333679
Fundamentals of artificial intelligence,bayesian network,Q812540,Bayesian network,probabilistic graphical model that represents a set of variables and their conditional dependencies via a directed acyclic graph,https://www.wikidata.org/wiki/Q812540
Fundamentals of artificial intelligence,planning,Q309100,planning,process of determining the activities required to achieve a desired goal,https://www.wikidata.org/wiki/Q309100
Fundamentals of artificial intelligence,machine learning,Q2539,machine learning,scientific study of algorithms and statistical models that computer systems use to perform tasks without explicit instructions,https://www.wikidata.org/wiki/Q2539
Fundamentals of artificial intelligence,computational intelligence,Q1122090,computational intelligence,ability of a computer to learn a specific task from data or experimental observation,https://www.wikidata.org/wiki/Q1122090
Fundamentals of artificial intelligence,neural network,Q192776,artificial neural network,"computational model used in machine learning, based on connected, hierarchical functions",https://www.wikidata.org/wiki/Q192776
Fundamentals of artificial intelligence,genetic algorithm,Q187787,genetic algorithm,competitive algorithm for searching a problem space,https://www.wikidata.org/wiki/Q187787
Fundamentals of artificial intelligence,semantic network,Q1045785,semantic network,"directed graph structure with labeled edges serving to encode and represent knowledge, whether knowledge of definitions or assertions",https://www.wikidata.org/wiki/Q1045785
Fundamentals of artificial intelligence,ontology,Q324254,ontology,specification of a conceptualization in computer science and information science,https://www.wikidata.org/wiki/Q324254
Databases,relational database,Q192588,relational database,digital database whose organization is based on the relational model of data,https://www.wikidata.org/wiki/Q192588
Databases,database management system,Q176165,database management system,"software for running databases; computer-software application that interacts with end-users, other applications, and the database itself to capture and analyze data; allows the definition, creation, querying, update, and administration of databases",https://www.wikidata.org/wiki/Q176165
Databases,client-server architecture,Q146813,client-server model,distributed application structure in computing,https://www.wikidata.org/wiki/Q146813
Databases,postgresql,Q192490,PostgreSQL,free and open-source relational database management system,https://www.wikidata.org/wiki/Q192490
Databases,query language,Q54871,SPARQL,RDF query language,https://www.wikidata.org/wiki/Q54871
Databases,attribute (computer science),Q162886,Euclidean geometry,mathematical system attributed to Euclid,https://www.wikidata.org/wiki/Q162886
Databases,data type,Q190087,data type,classification of data in computer science,https://www.wikidata.org/wiki/Q190087
Databases,projection (relational algebra),Q3134666,projection,concept in relational algebra,https://www.wikidata.org/wiki/Q3134666
Databases,selection (relational algebra),Q7447725,selection,"in relational algebra,  unary operation that denotes a subset of a relation",https://www.wikidata.org/wiki/Q7447725
Databases,join (sql),Q2003535,JOIN,SQL clause,https://www.wikidata.org/wiki/Q2003535
Databases,aggregate function,Q4115063,aggregate function,a function summarizing multiple values into one summary statistic,https://www.wikidata.org/wiki/Q4115063
Databases,subquery,Q5172838,correlated subquery,"in SQL, subquery that uses values from the outer query, at the risk of being slow",https://www.wikidata.org/wiki/Q5172838
Databases,data manipulation language,Q58673,data manipulation language,"family of syntax elements used for selecting, inserting, deleting and updating data in a database",https://www.wikidata.org/wiki/Q58673
Databases,entity-relationship model,Q624546,entity-relationship model,describes inter-related things of interest in a specific domain of knowledge;composed of entity types (which classify the things of interest) and specifies relationships that can exist between instances of those entity types,https://www.wikidata.org/wiki/Q624546
Databases,data model,Q1172480,data model,an abstract model that organizes elements of data and standardizes how they relate to one another and to real world entities.,https://www.wikidata.org/wiki/Q1172480
Databases,functional dependency,Q597053,functional dependency,"in relational database theory, a constraint between two sets of attributes in a relation from a database",https://www.wikidata.org/wiki/Q597053
Databases,key (relational database),Q2113197,candidate key,set of columns in a relational database,https://www.wikidata.org/wiki/Q2113197
Databases,normal form,Q277396,second normal form,database normalization requirement after first normal form,https://www.wikidata.org/wiki/Q277396
Databases,normalization (database),Q339072,database normalisation,reduction of data redundancy,https://www.wikidata.org/wiki/Q339072
Databases,data structure,Q175263,data structure,particular way of storing and organizing data in a computer,https://www.wikidata.org/wiki/Q175263
Databases,sequence (data structure),Q133821883,Python tuple,A data structure that's used to store an ordered sequence of elements.,https://www.wikidata.org/wiki/Q133821883
Databases,view (sql),Q1329910,view,result set of a stored query on a database,https://www.wikidata.org/wiki/Q1329910
Databases,trigger (database),Q835769,database trigger,event which is causing an action in a database,https://www.wikidata.org/wiki/Q835769
Databases,transaction (database),Q111311450,S/MARt DB,database collects information about scaffold/matrix attached regions and the nuclear matrix proteins that are supposed be involved in the interaction of these elements with the nuclear matrix.,https://www.wikidata.org/wiki/Q111311450
Databases,user management,,,,
Databases,permission (computer science),,,,
Formal linguistics and automata,formal language,Q192161,formal language,set of strings of symbols that may be constrained by rules that are specific to it; words whose letters are taken from an alphabet and are well-formed according to a specific set of rules,https://www.wikidata.org/wiki/Q192161
Formal linguistics and automata,generative grammar,Q36108,generative grammar,theory in linguistics,https://www.wikidata.org/wiki/Q36108
Formal linguistics and automata,grammatical parsing,Q126084811,BLLIP Parser,BLLIP Parser (or Charniak-Johnson parser) is a statistical natural language parser for analyzing text to determine its grammatical structure,https://www.wikidata.org/wiki/Q126084811
Formal linguistics and automata,deterministic automaton,Q5265707,deterministic automaton,concept of automata theory in which the outcome of a transition from one state to another is determined by the input,https://www.wikidata.org/wiki/Q5265707
Formal linguistics and automata,nondeterministic automaton,Q617295,nondeterministic finite automaton,finite-state machine,https://www.wikidata.org/wiki/Q617295
Formal linguistics and automata,regular language,Q752532,regular language,formal language that can be expressed using a regular expression,https://www.wikidata.org/wiki/Q752532
Formal linguistics and automata,rabin-scott automaton,,,,
Formal linguistics and automata,moore automaton,Q6544583,Life-like cellular automaton,cellular automaton based on Moore neighborhoods on a square grid with outer totalistic update rule,https://www.wikidata.org/wiki/Q6544583
Formal linguistics and automata,mealy automaton,,,,
Formal linguistics and automata,pumping lemma,,,,
Formal linguistics and automata,myhill-nerode theorem,Q422187,Myhill–Nerode theorem,theorem,https://www.wikidata.org/wiki/Q422187
Formal linguistics and automata,regular expression,Q185612,regular expression,sequence of characters that forms a search pattern,https://www.wikidata.org/wiki/Q185612
Formal linguistics and automata,pushdown automaton,Q751443,pushdown automaton,type of automaton,https://www.wikidata.org/wiki/Q751443
Formal linguistics and automata,context-free language,Q729271,context-free language,formal language that is a member of the set of languages defined by context-free grammars,https://www.wikidata.org/wiki/Q729271
Formal linguistics and automata,context-free grammar,Q338047,context-free grammar,type of formal grammar,https://www.wikidata.org/wiki/Q338047
Formal linguistics and automata,linear-bounded automaton,Q1149323,linear bounded automaton,"Turing machine, in which computation is restricted to the portion of the tape containing the input",https://www.wikidata.org/wiki/Q1149323
Formal linguistics and automata,turing machine,Q163310,Turing machine,abstract computation model; mathematical model of computation that defines an abstract machine which manipulates symbols on a strip of tape according to a table of rules,https://www.wikidata.org/wiki/Q163310
Formal linguistics and automata,context-sensitive language,Q1430282,context-sensitive language,formal language that can be defined by a context-sensitive grammar (and equivalently by a noncontracting grammar). Context-sensitive is one of the four types of grammars in the Chomsky hierarchy,https://www.wikidata.org/wiki/Q1430282
Formal linguistics and automata,cocke-younger-kasami algorithm,Q954821,CYK algorithm,parsing algorithm for context-free grammars,https://www.wikidata.org/wiki/Q954821
Formal linguistics and automata,earley algorithm,Q1277497,Earley parser,an algorithm for parsing strings that belong to a given context-free language,https://www.wikidata.org/wiki/Q1277497
Formal linguistics and automata,computational complexity,Q5157286,computational complexity,measure of the amount of resources needed to run an algorithm or solve a computational problem,https://www.wikidata.org/wiki/Q5157286
Formal linguistics and automata,recursive language,Q1455907,recursive language,recursive subset of the set of all possible finite sequences over the alphabet of the language,https://www.wikidata.org/wiki/Q1455907
Formal linguistics and automata,recursively enumerable language,Q1073063,recursively enumerable language,"a formal language that can be output (enumerated) by an algorithm (mathematical logic, computability theory)",https://www.wikidata.org/wiki/Q1073063
Formal linguistics and automata,undecidable problem,Q3502995,undecidable problem,decision problem for which it is impossible to construct an algorithm that always leads to a correct yes-or-no answer,https://www.wikidata.org/wiki/Q3502995
Formal linguistics and automata,finite automaton,Q1306211,unambiguous finite automaton,"special kind of a nondeterministic finite automaton (NFA). Each deterministic finite automaton (DFA) is an UFA, but not vice versa. DFA, UFA, and NFA recognize exactly the same class of formal languages",https://www.wikidata.org/wiki/Q1306211
Software Engineering,software engineering,Q80993,software engineering,application on systematic approaches to developing software,https://www.wikidata.org/wiki/Q80993
Software Engineering,forward engineering,,,,
Software Engineering,reverse engineering,Q269608,reverse engineering,"process by which a man-made object is deconstructed to reveal its designs, architecture, code or to extract knowledge from the object",https://www.wikidata.org/wiki/Q269608
Software Engineering,structured analysis,Q119727,structured analysis,"method for analyzing and converting business requirements of a project into functional specifications for its conception, its implementation and its monitoring",https://www.wikidata.org/wiki/Q119727
Software Engineering,structured design,,,,
Software Engineering,data flow diagram,Q747385,data-flow diagram,"graphical representation of the ""flow"" of data through an information system",https://www.wikidata.org/wiki/Q747385
Software Engineering,data model,Q1172480,data model,an abstract model that organizes elements of data and standardizes how they relate to one another and to real world entities.,https://www.wikidata.org/wiki/Q1172480
Software Engineering,dynamics model,Q7331913,Ricker model,discrete population dynamics model,https://www.wikidata.org/wiki/Q7331913
Software Engineering,real-time system,Q3988,real-time computing,"study of hardware and software systems that have a ""real-time constraint""",https://www.wikidata.org/wiki/Q3988
Software Engineering,unified modeling language,Q169411,Unified Modeling Language,software system design modeling tool,https://www.wikidata.org/wiki/Q169411
Software Engineering,use case,Q613417,use case,list of actions or event steps typically defining the interactions between a user role and a system to achieve a goal,https://www.wikidata.org/wiki/Q613417
Software Engineering,system scenario,,,,
Software Engineering,class model,Q1806878,latent class model,concept in statistics,https://www.wikidata.org/wiki/Q1806878
Software Engineering,object model,Q1116105,object model,"the properties of objects in general in a particular system, or the object-oriented interface through which a program can examine and manipulate",https://www.wikidata.org/wiki/Q1116105
Software Engineering,software life cycle,Q2904257,software development process,process by which software is developed,https://www.wikidata.org/wiki/Q2904257
Software Engineering,agile methodology,Q121435044,agile methodology,type of methodology,https://www.wikidata.org/wiki/Q121435044
Software Engineering,extreme programming,Q209711,extreme programming,software development methodology which intends to improve software quality and responsiveness to changing customer requirements,https://www.wikidata.org/wiki/Q209711
Software Engineering,requirements engineering,Q376937,requirements engineering,"process of defining, documenting, and maintaining requirements in the engineering design process",https://www.wikidata.org/wiki/Q376937
Software Engineering,system context,Q446366,system context diagram,engineering diagram displaying high level system-environment relationships,https://www.wikidata.org/wiki/Q446366
Software Engineering,stakeholder,Q852998,stakeholder,"anyone who has a 'stake' in something, including the outcome of a process or work of an organisation or project. Stakeholders can support the work of organizations including government, trade unions, owners, investors, etc.",https://www.wikidata.org/wiki/Q852998
Software Engineering,system viewpoint,,,,
Software Engineering,requirements classification,,,,
Software Engineering,requirements elicitation,Q838667,requirements elicitation,"practice of collecting the requirements of a system from users, customers and other stakeholders",https://www.wikidata.org/wiki/Q838667
Software Engineering,requirements analysis,Q187147,requirements analysis,"system design process focusing on analysing, documenting, validating and managing system requirements",https://www.wikidata.org/wiki/Q187147
Software Engineering,requirements specification,Q1761598,software requirements specification,"functional and non-functional requirements that a designed software needs to fulfil, may include a set of use cases",https://www.wikidata.org/wiki/Q1761598
Software Engineering,requirements management,Q530038,requirements management,"process of documenting, analyzing, tracing, prioritizing and agreeing on",https://www.wikidata.org/wiki/Q530038
Software Engineering,capability maturity model integration,Q428361,Capability Maturity Model Integration,evaluation,https://www.wikidata.org/wiki/Q428361
Software Engineering,system architecture,Q1099695,System Architecture Evolution,core network architecture of 3GPP's LTE wireless communication standard,https://www.wikidata.org/wiki/Q1099695
Software Engineering,architectural pattern,Q635346,architectural pattern,"a general, reusable solution to a commonly occurring problem in software engineering and architecture",https://www.wikidata.org/wiki/Q635346
Software Engineering,code design,Q5264356,Design marker,Technique of documenting design choices in source code,https://www.wikidata.org/wiki/Q5264356
Software Engineering,code smell,Q2295111,code smell,symptom in the source code of a program that possibly indicates a deeper problem,https://www.wikidata.org/wiki/Q2295111
Software Engineering,refactoring,Q116877,software refactoring,process of restructuring existing computer code without changing its external behavior,https://www.wikidata.org/wiki/Q116877
Software Engineering,solid,Q11438,solid,solid matter; matter which does not deform easily under pressure,https://www.wikidata.org/wiki/Q11438
Software Engineering,grasp,Q24771324,Beta-grasp domain superfamily,InterPro Domain,https://www.wikidata.org/wiki/Q24771324
Software Engineering,dry principle,Q1242407,don't repeat yourself,"software development principle with the goal of reducing repetitive software patterns, and replacing them with abstractions that use data normalization to avoid redundancy",https://www.wikidata.org/wiki/Q1242407
Software Engineering,kiss principle,Q131560,KISS,"acronym for ""Keep it simple, stupid""; design principle",https://www.wikidata.org/wiki/Q131560
Software Engineering,software testing,Q188522,software testing,investigation conducted to provide information about the quality of a software product or service under test and enable the business to understand the risks of software implementation,https://www.wikidata.org/wiki/Q188522
Software Engineering,requirements set,,,,
Software Engineering,domain model,Q2262868,domain model,conceptual model of the domain in software engineering that incorporates both behaviour and data,https://www.wikidata.org/wiki/Q2262868
Advanced programming 2,.net framework,Q5289,.NET Framework,software platform developed by Microsoft,https://www.wikidata.org/wiki/Q5289
Advanced programming 2,c#,Q2370,C#,multi-paradigm (object-oriented) programming language,https://www.wikidata.org/wiki/Q2370
Advanced programming 2,class (computer programming),Q9143,programming language,language for communicating instructions to a machine,https://www.wikidata.org/wiki/Q9143
Advanced programming 2,structure (computer science),Q175263,data structure,particular way of storing and organizing data in a computer,https://www.wikidata.org/wiki/Q175263
Advanced programming 2,interface (computing),Q42308944,Common Translation Interface,computing interface,https://www.wikidata.org/wiki/Q42308944
Advanced programming 2,delegate (computer science),,,,
Advanced programming 2,generic programming,Q1051282,generic programming,way of designing and writing programs where algorithms are written in terms of parametric types enabling easy reuse,https://www.wikidata.org/wiki/Q1051282
Advanced programming 2,anonymous function,Q567612,anonymous function,function definition that is not bound to an identifier,https://www.wikidata.org/wiki/Q567612
Advanced programming 2,iterator,Q1326388,iterator,"in computing, an object whose methods enables a program to orderly traverse elements having some logical conditions in a given container from a given first element",https://www.wikidata.org/wiki/Q1326388
Advanced programming 2,linq,Q3241665,Linq,2004 board game,https://www.wikidata.org/wiki/Q3241665
Advanced programming 2,asynchronous programming,Q4036484,Concurrency and Coordination Runtime,asynchronous programming library,https://www.wikidata.org/wiki/Q4036484
Advanced programming 2,event (computing),Q3291944,event,computing operation that can be recognized and handled by software,https://www.wikidata.org/wiki/Q3291944
Advanced programming 2,lambda expression,,,,
Advanced programming 2,entity framework,Q851939,Entity Framework,object-relational mapping framework for ADO.NET,https://www.wikidata.org/wiki/Q851939
Advanced programming 2,reactive programming,Q4354073,reactive programming,a programming paradigm based on event-driven architecture for processing data changes in real-time,https://www.wikidata.org/wiki/Q4354073
Advanced programming 2,stream (computing),,,,
Advanced programming 2,operator (mathematics),Q131030,operator,mapping from one vector space or module to another in mathematics,https://www.wikidata.org/wiki/Q131030
Advanced programming 2,subject (philosophy),Q5891,philosophy,"study of the truths and principles of being, schools of thought, knowledge, or conduct",https://www.wikidata.org/wiki/Q5891
Advanced programming 2,wpf,Q239084,Windows Presentation Foundation,graphical subsystem,https://www.wikidata.org/wiki/Q239084
Advanced programming 2,uwp,Q21600523,Universal Windows Platform,universal application platform created and developed by Microsoft for Microsoft Windows,https://www.wikidata.org/wiki/Q21600523
Advanced programming 2,unity (game engine),Q63966,Unity,cross-platform game engine,https://www.wikidata.org/wiki/Q63966
Computer networks,computer network,Q1301371,computer network,network that allows computers to share resources and communicate with each other,https://www.wikidata.org/wiki/Q1301371
Computer networks,data transfer,Q1195816,transfer,movement of computer data from one storage medium to another,https://www.wikidata.org/wiki/Q1195816
Computer networks,network architecture,Q639681,network architecture,design of a communications network,https://www.wikidata.org/wiki/Q639681
Computer networks,iso-osi model,Q93312,OSI model,model with 7 layers to describe communication systems,https://www.wikidata.org/wiki/Q93312
Computer networks,network topology,Q145490,network topology,arrangement of the various elements of a computer network; topological structure of a network and may be depicted physically or logically,https://www.wikidata.org/wiki/Q145490
Computer networks,signal transmission,Q118093,transmission,process of sending and propagating a signal,https://www.wikidata.org/wiki/Q118093
Computer networks,transmission medium,Q334265,transmission medium,conduit for signal propagation,https://www.wikidata.org/wiki/Q334265
Computer networks,local area network,Q11381,local area network,computer network that connects devices over a limited area,https://www.wikidata.org/wiki/Q11381
Computer networks,storage area network,Q237576,storage area network,"network which provides access to consolidated, block level data storage",https://www.wikidata.org/wiki/Q237576
Computer networks,metropolitan area network,Q182129,metropolitan area network,computer network that interconnects users with computer resources in a geographic area or region.,https://www.wikidata.org/wiki/Q182129
Computer networks,data link layer,Q194134,data link layer,second layer of the OSI networking model,https://www.wikidata.org/wiki/Q194134
Computer networks,ethernet,Q79984,Ethernet,"family of wired computer networking technologies commonly used in local area networks (LAN), metropolitan area networks (MAN) and wide area networks (WAN)",https://www.wikidata.org/wiki/Q79984
Computer networks,ieee 802.3,Q570951,IEEE 802.3,collection of standards for wired Ethernet,https://www.wikidata.org/wiki/Q570951
Computer networks,csma/cd,Q1045106,Carrier sense multiple access,system allowing transmitters to take turns on a shared media,https://www.wikidata.org/wiki/Q1045106
Computer networks,mac addressing,Q20484,MAC address,unique identifier assigned to network interfaces for communications on the physical network segment,https://www.wikidata.org/wiki/Q20484
Computer networks,vlan,Q16452,VLAN,network communications domain that is isolated at the data link layer,https://www.wikidata.org/wiki/Q16452
Computer networks,ieee 802.1q,Q1535269,IEEE 802.1Q,IEEE networking standard supporting VLANs,https://www.wikidata.org/wiki/Q1535269
