conceptQID,fieldQID
Q2892779,Q177635
Q15974799,Q177635
Q48,Q4806809
Q10908,Q4869597
Q783794,Q5001951
Q27275,Q5060376
Q11004,Q173113
Q11451,Q173113
Q107999954,Q9418
Q115430603,Q9418
Q115990237,Q9418
Q118697700,Q9418
Q119810678,Q9418
Q123578027,Q9418
Q125114714,Q9418
Q129342331,Q9418
Q131345396,Q9418
Q869,Q174028
Q2305441,Q12336277
Q5248567,Q12717855
Q43806,Q12744095
Q1319010,Q175403
Q1036748,Q177571
Q1331926,Q177571
Q16513426,Q177571
Q4421,Q19924411
Q10884,Q19924411
Q36963,Q19924411
Q720362,Q19924411
Q5469194,Q19924411
Q65064479,Q19924411
Q100920496,Q19924411
Q116298758,Q19924411
Q116653895,Q19924411
Q865,Q17149027
Q22502,Q17149027
Q36778,Q17149027
Q707133,Q17149027
Q707465,Q17149027
Q1408286,Q18351432
Q103808,Q178433
Q111352,Q178433
Q2944660,Q178433
Q21087228,Q178433
Q27191,Q11709699
Q178249,Q11830794
Q496,Q12166572
Q41247,Q12166572
Q110130789,Q179012
Q123421343,Q179012
Q209,Q131476
Q12142,Q131476
Q12524,Q131476
Q32918,Q131476
Q41159,Q131476
Q45715,Q131476
Q83567,Q131476
Q141488,Q131476
Q169451,Q131476
Q174733,Q131476
Q181658,Q131476
Q184410,Q131476
Q192089,Q131476
Q213723,Q131476
Q220997,Q131476
Q225973,Q131476
Q228182,Q131476
Q230655,Q131476
Q240464,Q131476
Q245673,Q131476
Q245955,Q131476
Q260174,Q131476
Q262959,Q131476
Q263555,Q131476
Q266775,Q131476
Q272735,Q131476
Q273037,Q131476
Q303100,Q131476
Q358078,Q131476
Q367494,Q131476
Q369440,Q131476
Q380172,Q131476
Q383444,Q131476
Q387015,Q131476
Q450098,Q131476
Q462095,Q131476
Q493980,Q131476
Q510153,Q131476
Q510197,Q131476
Q512604,Q131476
Q512897,Q131476
Q536640,Q131476
Q547823,Q131476
Q552367,Q131476
Q594001,Q131476
Q599079,Q131476
Q616703,Q131476
Q621673,Q131476
Q622506,Q131476
Q624580,Q131476
Q627595,Q131476
Q651916,Q131476
Q665189,Q131476
Q675752,Q131476
Q692823,Q131476
Q720459,Q131476
Q722659,Q131476
Q727035,Q131476
Q731686,Q131476
Q733004,Q131476
Q745378,Q131476
Q761631,Q131476
Q768387,Q131476
Q768716,Q131476
Q772067,Q131476
Q790236,Q131476
Q826467,Q131476
Q831366,Q131476
Q831672,Q131476
Q834981,Q131476
Q835614,Q131476
Q835942,Q131476
Q837902,Q131476
Q841007,Q131476
Q852081,Q131476
Q854916,Q131476
Q859174,Q131476
Q864155,Q131476
Q898680,Q131476
Q902252,Q131476
Q905837,Q131476
Q910404,Q131476
Q913598,Q131476
Q917421,Q131476
Q924286,Q131476
Q926016,Q131476
Q939219,Q131476
Q943345,Q131476
Q124714,Q179509
Q161598,Q179509
Q3335983,Q179509
Q24175194,Q179509
Q25512715,Q179509
Q125392015,Q179509
Q87167,Q179957
Q3327760,Q179957
Q3771738,Q179957
Q5190291,Q179957
Q33260112,Q179957
Q125400578,Q179957
Q483247,Q179235
Q100235738,Q179235
Q718694,Q180388
Q7049495,Q83353
Q11781409,Q83353
Q112401153,Q83353
Q7064,Q9465
Q48324,Q9465
Q192568,Q9465
Q451967,Q9465
Q1130390,Q9465
Q1425577,Q9465
Q13023682,Q9465
Q55979391,Q9465
Q56516143,Q9465
Q98139384,Q9465
Q107085948,Q9465
Q193223,Q181505
Q7478419,Q83944
Q15957213,Q83944
Q8072,Q102904
Q42278,Q102904
Q505748,Q102904
Q2896842,Q102904
Q15324,Q182468
Q1048254,Q182468
Q2627617,Q182468
Q1936640,Q1298380
Q2312400,Q1298380
Q2312416,Q1298380
Q2312917,Q1298380
Q5817289,Q1298380
Q126366600,Q182557
Q115430603,Q183257
Q10843872,Q184199
Q2,Q104499
Q12046610,Q104499
Q94944534,Q104499
Q5916050,Q1273174
Q15618646,Q1276130
Q124476957,Q1276130
Q2695280,Q11016
Q79529,Q413
Q104934,Q413
Q107715,Q413
Q184240,Q413
Q185674,Q413
Q195133,Q413
Q223557,Q413
Q226014,Q413
Q241868,Q413
Q353202,Q413
Q614981,Q413
Q679643,Q413
Q864822,Q413
Q877096,Q413
Q903282,Q413
Q908691,Q413
Q1293220,Q413
Q1454986,Q413
Q1503556,Q413
Q1783557,Q413
Q1856609,Q413
Q2349643,Q413
Q3882459,Q413
Q4373292,Q413
Q5400109,Q413
Q7269054,Q413
Q16919810,Q413
Q22811512,Q413
Q28842003,Q413
Q77872752,Q413
Q104787277,Q413
Q113360143,Q413
Q256634,Q1519812
Q25112020,Q1661989
Q116757387,Q1661989
Q117354032,Q1661989
Q117356127,Q1661989
Q121309830,Q1661989
Q1773538,Q1513879
Q116680847,Q1513879
Q16773055,Q1662581
Q130395737,Q1662581
Q1000058,Q1335366
Q15241312,Q1453477
Q19366480,Q1453477
Q11650,Q11023
Q41217,Q11023
Q1263258,Q11023
Q2528683,Q11023
Q2672013,Q11023
Q2920644,Q11023
Q3875186,Q11023
Q12216016,Q11023
Q1072,Q10379
Q12096833,Q2299570
Q1102535,Q2383547
Q1391017,Q2485457
Q132861008,Q2485457
Q19728993,Q2488768
Q109819438,Q2640207
Q88266905,Q11023
Q2359404,Q10384
Q386724,Q2668072
Q888431,Q2668072
Q18593264,Q2668072
Q104699567,Q2668072
Q31780517,Q1751819
Q216200,Q1938208
Q622825,Q1988917
Q5227287,Q1988917
Q24687039,Q131476
Q24743362,Q131476
Q24884155,Q131476
Q24896206,Q131476
Q25303651,Q131476
Q25303691,Q131476
Q25304066,Q131476
Q25304407,Q131476
Q25304863,Q131476
Q25385476,Q131476
Q26720127,Q131476
Q26774052,Q131476
Q27889470,Q131476
Q28455823,Q131476
Q29554807,Q131476
Q29554872,Q131476
Q29791664,Q131476
Q29791666,Q131476
Q29791667,Q131476
Q29791669,Q131476
Q29792340,Q131476
Q29792647,Q131476
Q29793151,Q131476
Q29793183,Q131476
Q29793234,Q131476
Q29793551,Q131476
Q29793859,Q131476
Q29794170,Q131476
Q29795684,Q131476
Q29795767,Q131476
Q30301606,Q131476
Q30503704,Q131476
Q30592245,Q131476
Q30694209,Q131476
Q30765484,Q131476
Q31386861,Q131476
Q34627785,Q131476
Q37737720,Q131476
Q38042244,Q131476
Q41700612,Q131476
Q47175589,Q131476
Q47501207,Q131476
Q48999572,Q131476
Q50810289,Q131476
Q50874255,Q131476
Q52504020,Q131476
Q52504640,Q131476
Q52505378,Q131476
Q55450691,Q131476
Q56826311,Q131476
Q60792926,Q131476
Q61743757,Q131476
Q62066888,Q131476
Q62664144,Q131476
Q62931187,Q131476
Q63721528,Q131476
Q65066994,Q131476
Q65556227,Q131476
Q65556262,Q131476
Q67104120,Q131476
Q67131204,Q131476
Q67147027,Q131476
Q67167737,Q131476
Q67676981,Q131476
Q67770425,Q131476
Q67770475,Q131476
Q67806488,Q131476
Q68502453,Q131476
Q68502492,Q131476
Q68502614,Q131476
Q68820387,Q131476
Q520833,Q2684571
Q762151,Q2684571
Q942537,Q2684571
Q959941,Q2684571
Q1364287,Q2684571
Q1387456,Q2684571
Q1495406,Q2684571
Q1536955,Q2684571
Q1604753,Q2684571
Q1658048,Q2684571
Q1843752,Q2684571
Q1971435,Q2684571
Q2236018,Q2684571
Q2332480,Q2684571
Q2387204,Q2684571
Q2405737,Q2684571
Q2438667,Q2684571
Q2600100,Q2684571
Q2692721,Q2684571
Q3144939,Q2684571
Q3509455,Q2684571
Q5281607,Q2684571
Q5500345,Q2684571
Q7273130,Q2684571
Q10994170,Q2684571
Q13428107,Q2684571
Q15874015,Q2684571
Q16070219,Q2684571
Q21680623,Q2684571
Q21680629,Q2684571
Q21680638,Q2684571
Q21680641,Q2684571
Q21686510,Q2684571
Q21686514,Q2684571
Q21686515,Q2684571
Q31060267,Q2684571
Q190065,Q11165
Q238156,Q11165
Q1045822,Q11165
Q13645891,Q131476
Q15838309,Q131476
Q15838312,Q131476
Q15838314,Q131476
Q15842237,Q131476
Q15995476,Q131476
Q16001039,Q131476
Q16640053,Q131476
Q16680059,Q131476
Q17001601,Q131476
Q17016342,Q131476
Q17090992,Q131476
Q17148818,Q131476
Q17174962,Q131476
Q17455228,Q131476
Q18011235,Q131476
Q18206559,Q131476
Q18207514,Q131476
Q18207520,Q131476
Q18350559,Q131476
Q18816135,Q131476
Q20819993,Q131476
Q21125232,Q131476
Q22093490,Q131476
Q22907271,Q131476
Q22966713,Q131476
Q370563,Q483639
Q73065854,Q483639
Q2382061,Q917680
Q25047722,Q376657
Q104832950,Q376657
Q106392487,Q376657
Q186178,Q1034047
Q604276,Q1034047
Q1731711,Q1034047
Q70723216,Q1034047
Q70723217,Q1034047
Q115411956,Q23498
Q117351762,Q23498
Q122983029,Q23498
Q123506467,Q23498
Q3401107,Q1057314
Q6888692,Q1057314
Q4368171,Q1756157
Q2522419,Q28800541
Q10296989,Q28800541
Q3230,Q25261
Q7937,Q25261
Q11663,Q25261
Q654068,Q25261
Q1376614,Q25261
Q1695358,Q25261
Q1947774,Q25261
Q2615451,Q25261
Q3271065,Q25261
Q5609832,Q25261
Q7421486,Q25261
Q12036439,Q25261
Q16332653,Q25261
Q25518718,Q25261
Q50364441,Q25261
Q95570439,Q25261
Q53869288,Q7922
Q125320645,Q7922
Q30295815,Q7991
Q36484,Q8091
Q43091,Q8091
Q62045,Q8091
Q230869,Q8091
Q230940,Q8091
Q1127176,Q8091
Q2296856,Q8091
Q2618373,Q8091
Q3454223,Q8091
Q6923582,Q8091
Q7325123,Q8091
Q174211,Q11351
Q210390,Q11351
Q212749,Q11351
Q958860,Q11351
Q105096490,Q11351
Q105104282,Q11351
Q601401,Q26643
Q18482565,Q27752
Q108733451,Q27752
Q1860,Q27968
Q186579,Q27968
Q112259902,Q27968
Q898493,Q11372
Q65900595,Q11372
Q111752858,Q11372
Q268378,Q28161
Q5156251,Q28161
Q7075804,Q28161
Q58669,Q28075
Q5527376,Q28598
Q12585,Q28617
Q18482565,Q28617
Q11424,Q28793
Q3,Q420
Q729,Q420
Q7239,Q420
Q18568,Q420
Q159462,Q420
Q259880,Q420
Q845214,Q420
Q1070877,Q420
Q1214385,Q420
Q1481109,Q420
Q1538989,Q420
Q3285695,Q420
Q4915005,Q420
Q6428674,Q420
Q6804646,Q420
Q7532158,Q420
Q9050360,Q420
Q25099018,Q420
Q25303857,Q420
Q39873541,Q420
Q55886381,Q420
Q60436641,Q420
Q61808792,Q420
Q64732777,Q420
Q83957872,Q420
Q104392682,Q420
Q105673509,Q420
Q105965434,Q420
Q109867438,Q420
Q117215007,Q420
Q118471093,Q420
Q119767558,Q420
Q122586015,Q420
Q123500423,Q420
Q123501334,Q420
Q123508467,Q420
Q125525896,Q420
Q11466,Q11473
Q19494,Q11473
Q27165,Q11473
Q41716,Q11473
Q44432,Q11473
Q45003,Q11473
Q45760,Q11473
Q51363,Q11473
Q51374,Q11473
Q62525,Q11473
Q75920,Q11473
Q101017,Q11473
Q104837,Q11473
Q106080,Q11473
Q106410,Q11473
Q108000,Q11473
Q111059,Q11473
Q131800,Q11473
Q132814,Q11473
Q137649,Q11473
Q139931,Q11473
Q142663,Q11473
Q160329,Q11473
Q161064,Q11473
Q161424,Q11473
Q163117,Q11473
Q351682,Q28797
Q465214,Q214781
Q4483523,Q214781
Q5533969,Q213891
Q60792158,Q213891
Q3181456,Q324254
Q4668674,Q324254
Q5590534,Q324254
Q7690598,Q324254
Q19478619,Q324254
Q19868531,Q324254
Q108542769,Q324254
Q788590,Q228502
Q61905,Q330268
Q282453,Q334384
Q757248,Q435608
Q1669589,Q435608
Q20921526,Q456632
Q234460,Q461183
Q585259,Q31151
Q1047416,Q31151
Q5532875,Q31151
Q5532896,Q31151
Q25304522,Q31151
Q115865816,Q31151
Q121793183,Q31151
Q124202013,Q31151
Q350758,Q483130
Q1920798,Q483130
Q1921825,Q483130
Q4505959,Q483130
Q5227322,Q483130
Q5915793,Q483130
Q121809331,Q483130
Q124312506,Q483130
Q12147,Q31218
Q189603,Q31218
Q9353606,Q31218
Q104145166,Q593744
Q129730254,Q33226
Q129956982,Q33226
Q121784351,Q632897
Q80006,Q638608
Q116877,Q638608
Q187147,Q638608
Q189224,Q638608
Q629579,Q638608
Q857102,Q638608
Q1211457,Q638608
Q1421651,Q638608
Q2425187,Q638608
Q3516888,Q638608
Q5209391,Q638608
Q6736801,Q638608
Q7249392,Q638608
Q7797194,Q638608
Q11684032,Q638608
Q12775709,Q638608
Q141495,Q33521
Q2755217,Q722609
Q3919686,Q722609
Q28770433,Q722609
Q757248,Q648154
Q33026675,Q648154
Q107151205,Q648154
Q3515869,Q780743
Q4166156,Q780743
Q757248,Q843909
Q2370897,Q843909
Q2737409,Q843909
Q106298876,Q843909
Q1420641,Q816826
Q114855648,Q816826
Q2657215,Q847829
Q65015417,Q847829
Q11190,Q864928
Q864590,Q864928
Q1048416,Q853915
Q36649,Q861716
Q130719349,Q861716
Q9174,Q34187
Q477544,Q34187
Q635155,Q34187
Q2803762,Q34187
Q5576738,Q34187
Q7311342,Q34187
Q7311382,Q34187
Q11499334,Q34187
Q231143,Q870895
Q1005909,Q870895
Q1509084,Q870895
Q5691083,Q870895
Q10300571,Q908604
Q111209394,Q908604
Q45767,Q1138244
Q611637,Q1138244
Q980491,Q1138244
Q1569401,Q1138244
Q2621880,Q1138244
Q128790695,Q1138244
Q131438743,Q1138244
Q2893010,Q928865
Q2374489,Q980357
Q1673259,Q1022240
Q9284580,Q1149653
Q85769844,Q11473
Q107065377,Q11473
Q115139482,Q11473
Q118612485,Q11473
Q129262088,Q11473
Q146491,Q7748
Q181756,Q7748
Q189886,Q7748
Q205232,Q7748
Q216200,Q7748
Q224952,Q7748
Q228751,Q7748
Q285061,Q7748
Q382113,Q7748
Q384014,Q7748
Q421885,Q7748
Q452244,Q7748
Q565520,Q7748
Q813834,Q7748
Q820655,Q7748
Q897160,Q7748
Q1006105,Q7748
Q1453668,Q7748
Q1751943,Q7748
Q1756157,Q7748
Q2151479,Q7748
Q4122235,Q7748
Q5375160,Q7748
Q5422884,Q7748
Q94578999,Q7748
Q100532772,Q7748
Q104870545,Q7748
Q107558246,Q7748
Q111659099,Q7748
Q48990237,Q11635
Q185585,Q11650
Q1544877,Q11650
Q2974048,Q11650
Q7077949,Q12128
Q29585991,Q12128
Q8366,Q16387
Q11028,Q16387
Q324254,Q16387
Q516508,Q16387
Q18418842,Q16387
Q107193620,Q16387
Q14659,Q18336
Q494452,Q18336
Q832267,Q18336
Q837317,Q18346
Q2166490,Q18346
Q369865,Q18366
Q68,Q21198
Q388,Q21198
Q9135,Q21198
Q179310,Q21198
Q194152,Q21198
Q236975,Q21198
Q241317,Q21198
Q251212,Q21198
Q324254,Q21198
Q428691,Q21198
Q816826,Q21198
Q1931693,Q21198
Q5149232,Q21198
Q5282271,Q21198
Q5597096,Q21198
Q6042594,Q21198
Q6800189,Q21198
Q6941445,Q21198
Q7248435,Q21198
Q7575343,Q21198
Q7864972,Q21198
Q7882489,Q21198
Q8868615,Q21198
Q11897510,Q21198
Q24887210,Q21198
Q33002955,Q21198
Q65053456,Q21198
Q99194313,Q21198
Q104787093,Q21198
Q104832986,Q21198
Q107065377,Q21198
Q108704339,Q21198
Q113489458,Q21198
Q114244328,Q21198
Q115467851,Q21198
Q123438131,Q21198
Q130342284,Q21198
Q130342754,Q21198
Q729,Q431
Q104021,Q431
Q1469725,Q431
Q99530872,Q54837
Q99530895,Q54837
Q99530912,Q54837
Q99530926,Q54837
Q99542728,Q54837
Q107539699,Q54837
Q108857582,Q54837
Q108857819,Q54837
Q109376231,Q54837
Q109494007,Q54837
Q109623017,Q54837
Q111396572,Q54837
Q112576888,Q54837
Q116447443,Q54837
Q117022198,Q54837
Q123488632,Q54837
Q124606072,Q54837
Q125450457,Q54837
Q129848699,Q54837
Q130531150,Q54837
Q6794498,Q131476
Q6801707,Q131476
Q6865438,Q131476
Q7016399,Q131476
Q7077445,Q131476
Q7100701,Q131476
Q7102401,Q131476
Q7124395,Q131476
Q7169369,Q131476
Q7200963,Q131476
Q7200967,Q131476
Q7227115,Q131476
Q7250415,Q131476
Q7254793,Q131476
Q7263850,Q131476
Q7269731,Q131476
Q7281501,Q131476
Q7291969,Q131476
Q7302789,Q131476
Q7366184,Q131476
Q7366296,Q131476
Q7366593,Q131476
Q7370308,Q131476
Q7550843,Q131476
Q7574076,Q131476
Q7582090,Q131476
Q7617809,Q131476
Q7623247,Q131476
Q7624675,Q131476
Q7631151,Q131476
Q7661308,Q131476
Q7676457,Q131476
Q7683117,Q131476
Q7824733,Q131476
Q7835582,Q131476
Q7837618,Q131476
Q7840044,Q131476
Q7844666,Q131476
Q7849146,Q131476
Q7857002,Q131476
Q7886960,Q131476
Q7922780,Q131476
Q7977939,Q131476
Q7981049,Q131476
Q8024306,Q131476
Q8041554,Q131476
Q8045718,Q131476
Q8152814,Q131476
Q8152995,Q131476
Q8860529,Q131476
Q9197353,Q131476
Q9275357,Q131476
Q10364247,Q131476
Q10396021,Q131476
Q10854318,Q131476
Q11061289,Q131476
Q11691793,Q131476
Q11756506,Q131476
Q11813478,Q131476
Q11878962,Q131476
Q12019473,Q131476
Q12019493,Q131476
Q12019588,Q131476
Q12021488,Q131476
Q12027616,Q131476
Q12042338,Q131476
Q12044594,Q131476
Q12046296,Q131476
Q12058781,Q131476
Q12059664,Q131476
Q12776184,Q131476
Q12788869,Q131476
Q13077214,Q131476
Q13127755,Q131476
Q13220408,Q131476
Q13415176,Q131476
Q1586941,Q58199
Q188522,Q80993
Q245962,Q80993
Q376937,Q80993
Q898314,Q80993
Q929972,Q80993
Q1322635,Q80993
Q1360012,Q80993
Q1524944,Q80993
Q1941921,Q80993
Q2114277,Q80993
Q2297740,Q80993
Q3291944,Q80993
Q5790473,Q80993
Q5915872,Q80993
Q5967387,Q80993
Q6325199,Q80993
Q6518886,Q80993
Q7554239,Q80993
Q113461149,Q80993
Q113461175,Q80993
Q5510283,Q131476
Q5532514,Q131476
Q5580046,Q131476
Q5588468,Q131476
Q5597075,Q131476
Q5597079,Q131476
Q5597083,Q131476
Q5597090,Q131476
Q5597093,Q131476
Q5597096,Q131476
Q5597098,Q131476
Q5638117,Q131476
Q5641630,Q131476
Q5683658,Q131476
Q6027240,Q131476
Q6134791,Q131476
Q6411145,Q131476
Q6422173,Q131476
Q6469318,Q131476
Q6470127,Q131476
Q6497118,Q131476
Q6506713,Q131476
Q6535097,Q131476
Q6535569,Q131476
Q188444,Q7754
Q190549,Q7754
Q200802,Q7754
Q582659,Q7754
Q750432,Q7754
Q858223,Q7754
Q876215,Q7754
Q1503766,Q7754
Q2035437,Q7754
Q3979448,Q7754
Q15303791,Q7754
Q15614122,Q7754
Q18205066,Q7754
Q28575007,Q7754
Q114440953,Q7754
Q114703762,Q7754
Q114721956,Q7754
Q114728138,Q7754
Q114739772,Q7754
Q6864415,Q83353
Q11796964,Q83353
Q12263133,Q83353
Q12794158,Q83353
Q25220258,Q83353
Q64822409,Q7150
Q106146707,Q7150
Q5891007,Q83944
Q115690473,Q83944
Q34582,Q93288
Q188675,Q93288
Q294624,Q93288
Q447512,Q93288
Q1344851,Q93288
Q1527956,Q93288
Q1554079,Q93288
Q2119819,Q93288
Q2364815,Q93288
Q2648866,Q93288
Q5165703,Q93288
Q16824652,Q93288
Q1205637,Q7155
Q2155325,Q7155
Q3800998,Q7155
Q2029,Q7778
Q13254,Q7778
Q1021158,Q7778
Q3136880,Q7778
Q3137028,Q7778
Q3285469,Q7778
Q5658397,Q7778
Q16637699,Q7778
Q17058684,Q7778
Q22249114,Q7778
Q29921652,Q7778
Q111362696,Q7778
Q124805732,Q7778
Q26939,Q7162
Q80726,Q7162
Q225631,Q7162
Q487390,Q7162
Q516266,Q7162
Q543491,Q7162
Q3454555,Q7162
Q7181335,Q7162
Q7201518,Q7162
Q10537423,Q7162
Q11712453,Q7162
Q12763226,Q7162
Q55630097,Q7162
Q62722214,Q7162
Q69953209,Q7162
Q113357047,Q7162
Q131896729,Q7162
Q1044536,Q7781
Q1369217,Q7781
Q1516481,Q7781
Q2073582,Q7781
Q2390579,Q7781
Q2888916,Q7781
Q3136889,Q7781
Q8425,Q21201
Q17945,Q21201
Q25107,Q21201
Q75613,Q7781
Q634839,Q7781
Q1021158,Q7781
Q30103,Q21201
Q48277,Q21201
Q117850,Q21201
Q187588,Q21201
Q196626,Q21201
Q211606,Q21201
Q214693,Q21201
Q217438,Q21201
Q264965,Q21201
Q421946,Q21201
Q451967,Q21201
Q517966,Q21201
Q609298,Q21201
Q722048,Q21201
Q832237,Q21201
Q859884,Q21201
Q1137451,Q21201
Q1143845,Q21201
Q1156265,Q21201
Q1230584,Q21201
Q1400881,Q21201
Q1639378,Q21201
Q1664551,Q21201
Q474200,Q102066
Q1443672,Q102066
Q1908419,Q102066
Q2362593,Q102066
Q131293795,Q208365
Q131293813,Q208365
Q131293833,Q208365
Q131293871,Q208365
Q131293895,Q208365
Q131293918,Q208365
Q131293975,Q208365
Q131294006,Q208365
Q131294033,Q208365
Q131294052,Q208365
Q131294070,Q208365
Q131294106,Q208365
Q131294174,Q208365
Q131294191,Q208365
Q131294225,Q208365
Q131294365,Q208365
Q131294389,Q208365
Q131294413,Q208365
Q131294451,Q208365
Q131294465,Q208365
Q131294503,Q208365
Q131294511,Q208365
Q131294529,Q208365
Q2466,Q104499
Q156312,Q104499
Q1207482,Q104499
Q20678700,Q104499
Q131581772,Q104499
Q131626666,Q104499
Q131626710,Q104499
Q131626776,Q104499
Q131626874,Q104499
Q131627345,Q104499
Q131627505,Q104499
Q40231,Q7163
Q181648,Q7163
Q214693,Q7163
Q303132,Q7163
Q358238,Q7163
Q428148,Q7163
Q582577,Q7163
Q828395,Q7163
Q832237,Q7163
Q837416,Q7163
Q919526,Q7163
Q1519812,Q7163
Q1667082,Q7163
Q1711347,Q7163
Q2184704,Q7163
Q2516371,Q7163
Q2540347,Q7163
Q2921172,Q7163
Q3620771,Q7163
Q5174686,Q7163
Q5381346,Q7163
Q7210356,Q7163
Q12142141,Q7163
Q12302396,Q7163
Q20076205,Q7163
Q21406588,Q7163
Q80834214,Q7163
Q107969382,Q7163
Q111017081,Q7163
Q118984715,Q7163
Q1741837,Q121176
Q189156,Q214526
Q422187,Q214526
Q787114,Q214526
Q25304554,Q214526
Q2084125,Q121176
Q2231753,Q121176
Q2801621,Q121176
Q5550842,Q121176
Q7075801,Q121176
Q113626231,Q121176
Q113630995,Q121176
Q113631414,Q121176
Q123942545,Q121176
Q132153619,Q121176
Q4483509,Q413
Q5426859,Q413
Q5615097,Q413
Q11271324,Q413
Q11306265,Q413
Q55587445,Q413
Q96241321,Q413
Q110419704,Q413
Q111326874,Q413
Q36133,Q215501
Q941094,Q215501
Q7020,Q222046
Q42106019,Q222046
Q112311081,Q222046
Q24068758,Q219695
Q34651,Q223693
Q132444436,Q223693
Q1900600,Q131257
Q1900601,Q131257
Q28784,Q228736
Q108193,Q228736
Q115605,Q228736
Q124131,Q228736
Q170749,Q228736
Q187360,Q228736
Q190453,Q228736
Q192005,Q228736
Q210390,Q228736
Q214609,Q228736
Q264845,Q228736
Q306587,Q228736
Q309017,Q228736
Q332329,Q228736
Q381645,Q228736
Q397226,Q228736
Q439078,Q228736
Q440818,Q228736
Q461466,Q228736
Q487005,Q228736
Q487756,Q228736
Q496346,Q228736
Q574842,Q228736
Q685487,Q228736
Q721706,Q228736
Q737571,Q228736
Q764285,Q228736
Q787619,Q228736
Q852220,Q228736
Q864822,Q228736
Q899372,Q228736
Q899743,Q228736
Q900371,Q228736
Q900515,Q228736
Q905787,Q228736
Q905842,Q228736
Q907364,Q228736
Q910483,Q228736
Q919557,Q228736
Q957852,Q228736
Q970319,Q228736
Q1066623,Q228736
Q1084485,Q228736
Q1319519,Q228736
Q1326017,Q228736
Q1356023,Q228736
Q1492573,Q228736
Q1634792,Q228736
Q10351538,Q1071
Q11114344,Q1071
Q13179187,Q1071
Q24833355,Q1071
Q36214810,Q1071
Q111359132,Q1071
Q113662469,Q1071
Q122195874,Q1071
Q124623818,Q1071
Q118093,Q418
Q170397,Q418
Q186964,Q418
Q3575765,Q418
Q5513667,Q418
Q6116301,Q418
Q7389166,Q418
Q10355896,Q418
Q12300109,Q418
Q7087,Q9418
Q8388,Q9418
Q49447,Q9418
Q122333,Q9418
Q170082,Q9418
Q192386,Q9418
Q194034,Q9418
Q208166,Q9418
Q212737,Q9418
Q376431,Q9418
Q451967,Q9418
Q477502,Q9418
Q628939,Q9418
Q641118,Q9418
Q742609,Q9418
Q757514,Q9418
Q781413,Q9418
Q783092,Q9418
Q845787,Q9418
Q960496,Q9418
Q1124515,Q9418
Q1139051,Q9418
Q1149305,Q9418
Q1399332,Q9418
Q1423044,Q9418
Q1756697,Q9418
Q1781244,Q9418
Q1783253,Q9418
Q2515874,Q9418
Q2866472,Q9418
Q3090244,Q9418
Q3362430,Q9418
Q3769299,Q9418
Q3968640,Q9418
Q5419936,Q9418
Q5507613,Q9418
Q6002794,Q9418
Q7256361,Q9418
Q7265665,Q9418
Q7447773,Q9418
Q8078437,Q9418
Q10355314,Q9418
Q12047512,Q9418
Q12047513,Q9418
Q12761867,Q9418
Q13649246,Q9418
Q16513426,Q9418
Q20820180,Q9418
Q25112248,Q9418
Q28778432,Q9418
Q51289154,Q9418
Q56063104,Q9418
Q63057957,Q9418
Q65559775,Q9418
Q83059234,Q9418
Q96634632,Q9418
Q97234642,Q9418
Q107542309,Q9418
Q431,Q420
Q514,Q420
Q7094,Q420
Q7108,Q420
Q7141,Q420
Q7162,Q420
Q7202,Q420
Q131683,Q420
Q183252,Q420
Q207011,Q420
Q212919,Q420
Q246184,Q420
Q297672,Q420
Q360239,Q420
Q614304,Q420
Q641498,Q420
Q803860,Q420
Q840400,Q420
Q864574,Q420
Q1044484,Q420
Q1429339,Q420
Q1521926,Q420
Q1578310,Q420
Q1637030,Q420
Q1802273,Q420
Q2146881,Q420
Q2572474,Q420
Q3450906,Q420
Q5733715,Q420
Q6003170,Q420
Q6932475,Q420
Q6982121,Q420
Q8269924,Q420
Q12309660,Q420
Q13644563,Q420
Q21484203,Q420
Q25327032,Q420
Q76164728,Q420
Q95989990,Q420
Q104843720,Q420
Q1021159,Q8424
Q1384332,Q8424
Q1695358,Q8424
Q1752988,Q8424
Q3299483,Q8424
Q4698744,Q8424
Q11300146,Q8424
Q20078304,Q8424
Q20180457,Q8424
Q111440706,Q8424
Q954757,Q7193
Q3841510,Q7193
Q205445,Q7205
Q543491,Q7205
Q596086,Q7205
Q864826,Q7205
Q1092241,Q7205
Q1578310,Q7205
Q3814972,Q7205
Q6152295,Q7205
Q11697471,Q7205
Q60792158,Q7205
Q104415895,Q7205
Q104909997,Q7205
Q256,Q8427
Q34090,Q8427
Q83328,Q8427
Q649676,Q8789
Q976521,Q8789
Q1500258,Q8789
Q2154943,Q8789
Q5157320,Q8789
Q5597090,Q8789
Q5758408,Q8789
Q56321094,Q8789
Q124726263,Q8789
Q70944388,Q131476
Q70944592,Q131476
Q72271651,Q131476
Q72897900,Q131476
Q72898059,Q131476
Q72898236,Q131476
Q85751092,Q131476
Q88997156,Q131476
Q91049928,Q131476
Q93709652,Q131476
Q93713925,Q131476
Q93723782,Q131476
Q93723795,Q131476
Q99567093,Q131476
Q104845921,Q131476
Q105225030,Q131476
Q105225381,Q131476
Q105225393,Q131476
Q106529402,Q131476
Q112268197,Q131476
Q115806003,Q131476
Q115806012,Q131476
Q117679663,Q131476
Q118372171,Q131476
Q118527409,Q131476
Q118527858,Q131476
Q119039741,Q131476
Q119412197,Q131476
Q123375268,Q131476
Q126735112,Q131476
